96,66,22,58,30,33,86,15,4,83,11,70,36,4,55,20,66,37,63,100,16,75,12,68,3,12,35,12,100,98,31,54,95,49,9,17,44,4,8,70,65,25,35,40,54,78,49,72,75,99,21,9,35,37,77,43,59,85,38,27,28,100,73,18,95,34,89,28,37,93,90,63,100,93,87,82,46,64,63,6,80,68,58,28,52,96,39,24,44,45,14,32,55,47,51,40,1,95,17,30
96,25,98,86,45,1,19,93,81,55,66,30,19,2,58,22,83,50,90,32,9,87,75,69,26,44,7,23,54,6,76,89,85,32,97,59,66,39,76,32,81,52,54,51,72,72,53,24,59,19,47,63,93,32,17,66,77,59,47,14,65,12,48,29,24,80,63,41,37,30,61,35,20,64,69,11,64,83,7,64,53,2,85,49,92,46,92,53,49,9,28,35,18,7,78,67,82,41,15,55
43,58,56,7,97,92,39,20,44,19,87,46,6,98,81,38,70,46,57,91,13,59,10,100,77,9,51,12,49,16,35,97,61,59,92,59,42,16,29,78,100,64,65,1,79,64,76,14,9,57,83,56,33,32,31,36,73,60,2,62,33,23,34,62,75,91,52,84,52,49,26,60,72,16,77,66,94,45,11,100,26,78,48,75,56,96,64,37,10,66,25,66,59,41,88,78,16,39,17,94
4,73,94,24,29,77,47,89,23,76,94,100,12,10,81,82,30,25,26,19,35,51,58,79,7,97,71,24,23,61,66,19,39,31,69,79,88,27,85,56,36,95,94,46,7,44,25,35,76,66,70,38,71,77,25,27,75,82,80,54,2,79,12,90,9,48,5,92,37,68,90,23,66,25,78,99,42,20,34,49,59,94,2,75,26,12,80,38,6,87,55,55,42,20,83,47,94,7,67,33
47,75,52,82,76,9,99,94,57,99,62,75,98,10,70,66,38,32,97,33,37,59,71,7,40,31,100,92,89,38,62,28,41,87,86,26,71,41,33,95,30,72,11,49,93,1,74,7,47,87,41,78,31,12,19,89,61,36,2,42,75,38,20,94,56,35,49,82,42,82,33,64,66,54,11,89,98,85,56,26,81,49,77,21,45,40,18,51,93,28,56,99,31,80,64,84,73,48,93,25
64,99,62,63,86,82,64,30,82,2,17,14,60,62,3,31,72,19,5,52,47,49,29,46,54,81,33,29,72,1,49,25,75,25,99,77,66,17,1,91,35,14,56,38,45,50,23,40,2,22,80,61,44,38,60,64,12,10,89,1,84,62,56,63,32,65,75,16,72,70,30,32,1,80,99,37,36,5,42,50,69,80,41,79,58,17,77,75,81,38,49,47,21,10,86,73,94,4,64,46
74,22,28,76,8,39,81,78,50,68,58,59,54,25,35,43,86,14,32,74,22,29,45,40,18,51,82,77,65,16,51,4,54,45,67,2,40,97,100,74,35,6,97,35,89,85,60,25,63,88,50,17,4,45,17,81,5,96,30,86,26,51,9,21,74,51,69,94,65,17,54,3,42,57,32,15,98,52,71,28,60,82,17,81,31,84,74,43,43,60,87,34,32,75,39,68,50,96,13,99
91,55,33,43,4,73,95,64,60,86,40,36,22,35,44,90,71,87,44,56,82,47,7,58,38,69,91,57,60,65,44,88,7,68,89,12,87,93,61,100,75,46,25,16,44,84,94,76,12,90,26,41,19,39,89,49,47,1,24,44,56,67,62,87,88,40,7,47,8,90,93,59,91,8,2,31,45,1,27,60,5,41,67,93,69,41,88,76,51,12,92,63,27,4,50,37,42,57,94,74
69,59,86,64,93,40,51,100,57,60,21,13,15,56,70,98,91,61,47,100,72,92,94,80,62,68,79,70,95,59,14,94,26,27,87,73,41,12,17,87,6,88,43,87,35,96,8,71,56,35,98,27,52,16,28,63,91,62,55,3,66,83,21,6,39,55,44,24,41,93,98,93,50,92,69,27,18,65,66,19,95,54,57,48,42,24,82,71,78,61,33,71,13,45,17,22,66,83,71,34
71,30,37,63,97,51,41,15,3,11,16,66,48,67,78,7,87,35,8,80,29,45,44,27,89,88,2,17,96,60,56,3,56,97,77,36,16,72,6,58,97,1,17,78,48,98,23,87,4,81,35,17,99,36,48,67,44,100,69,35,29,16,63,41,52,70,47,55,88,78,23,59,47,100,23,98,42,58,11,63,66,100,57,31,66,68,11,7,90,24,88,57,16,15,87,90,93,46,40,37
1,93,80,57,87,38,53,76,12,54,46,62,5,23,94,72,36,32,65,14,13,11,6,86,64,39,47,16,51,65,4,65,4,4,49,73,32,32,33,37,63,25,96,37,6,94,72,4,4,24,31,89,68,6,70,18,77,6,11,35,65,97,75,96,84,35,17,92,21,74,26,51,96,43,39,46,53,76,50,60,46,47,100,70,87,71,17,17,61,80,58,32,41,67,73,74,54,67,79,19
84,94,81,95,28,76,70,79,80,33,74,61,16,18,96,3,83,85,77,56,73,12,19,95,81,63,64,32,84,57,70,64,46,55,16,77,41,94,62,48,68,75,44,1,70,59,83,30,43,64,40,60,2,80,47,92,33,75,63,48,28,61,80,55,10,70,91,74,25,46,24,14,11,29,46,15,38,11,9,48,100,71,84,60,14,79,99,55,99,11,56,96,47,60,24,46,64,43,92,96
14,14,66,23,94,10,15,64,94,100,49,97,30,60,19,59,7,77,97,65,70,4,28,100,42,66,27,43,85,93,71,100,16,56,74,20,80,64,36,17,89,28,90,65,42,75,72,35,88,57,82,28,38,29,54,94,95,99,70,72,92,98,4,86,23,95,56,52,56,83,45,84,10,93,53,44,71,11,71,33,30,18,13,16,63,33,84,14,26,52,36,7,76,1,71,8,82,26,17,92
1,17,7,78,24,33,15,53,60,76,59,27,95,58,4,51,28,89,10,22,100,19,69,54,18,66,23,26,37,66,79,68,71,70,12,37,94,4,73,16,33,27,70,73,99,45,35,13,20,48,56,72,45,25,20,63,63,48,81,45,88,15,98,8,6,37,78,14,87,35,94,77,95,52,74,13,50,39,35,22,96,1,87,87,13,1,77,20,87,94,86,32,53,43,43,81,56,71,85,85
6,26,56,38,25,31,17,19,30,90,75,11,9,71,86,29,70,25,35,32,7,82,6,85,72,71,79,40,51,36,60,90,75,29,70,21,47,22,78,99,44,15,77,40,86,83,76,13,40,79,92,75,59,63,67,63,28,36,46,54,25,88,69,31,19,79,98,16,65,59,39,94,81,94,81,52,58,92,21,34,14,33,99,46,91,99,4,25,42,94,15,75,60,60,100,65,59,7,90,25
21,39,94,75,57,72,50,100,39,14,15,41,73,74,93,90,92,13,9,17,72,26,82,66,27,86,36,24,40,7,2,8,40,8,80,16,46,29,13,84,9,17,93,30,89,58,89,75,43,71,62,7,92,83,91,17,97,17,49,75,17,12,28,65,9,66,36,86,52,3,54,14,64,45,22,77,40,96,79,58,59,87,26,30,81,26,92,99,72,69,55,26,66,27,6,35,14,98,46,64
21,1,5,94,25,96,27,92,53,8,80,26,6,94,71,85,47,95,41,27,51,89,69,60,32,34,29,89,94,19,24,74,66,7,66,95,23,81,87,63,58,47,75,74,40,13,59,34,74,20,71,48,19,61,90,67,27,43,46,14,26,66,28,80,63,42,69,67,24,28,47,23,86,85,22,44,59,9,36,30,14,72,27,38,12,79,42,10,81,42,94,74,15,57,19,15,15,22,83,93
82,44,49,82,71,71,100,34,65,62,4,38,16,15,58,12,4,81,92,82,4,65,1,17,88,30,86,24,67,55,52,97,3,86,65,61,34,22,95,16,5,90,64,64,74,77,2,90,66,62,5,45,46,1,46,94,57,65,89,36,38,23,88,78,19,18,98,94,87,41,11,31,25,70,51,12,5,62,57,48,49,73,93,24,54,37,92,92,82,74,12,68,84,37,22,90,75,61,35,35
33,22,26,87,43,36,12,70,43,23,72,68,30,61,18,56,50,68,64,67,88,63,40,88,81,10,21,99,96,9,74,13,94,90,81,85,41,97,61,23,54,64,99,28,72,18,67,49,47,65,49,22,10,24,23,94,21,58,78,78,73,86,77,58,96,62,99,22,66,84,81,44,21,58,50,26,37,50,22,25,29,91,46,97,40,39,37,14,3,79,45,45,24,36,56,67,33,46,36,54
72,79,36,87,41,38,23,55,54,51,36,33,3,33,38,17,100,89,87,92,30,1,63,37,40,72,53,27,22,43,86,40,54,23,88,20,79,51,54,5,2,4,48,3,41,25,97,78,54,76,8,92,7,62,84,64,10,11,3,51,7,10,80,89,94,24,33,87,8,94,8,46,7,47,30,100,2,48,73,71,14,9,89,36,44,4,58,61,83,88,2,9,24,24,11,1,98,98,5,30
32,30,78,13,21,37,75,46,58,8,85,58,65,20,93,31,91,84,25,51,62,24,70,85,52,41,72,39,86,47,90,60,28,53,36,80,77,58,54,36,81,10,14,52,89,2,97,98,67,29,78,48,92,84,23,62,3,91,49,13,6,6,57,74,12,31,43,70,38,37,65,16,98,61,16,68,32,28,84,32,97,47,4,75,39,93,68,83,17,98,1,5,84,27,45,15,18,49,86,89
36,15,69,96,70,61,94,38,2,30,31,95,71,23,4,10,99,96,41,78,4,77,43,28,30,27,35,15,57,92,88,5,27,37,91,68,87,47,81,8,90,4,58,93,1,38,30,71,66,61,43,47,19,64,32,75,100,24,17,62,35,39,99,62,7,40,40,94,92,17,1,76,59,1,59,57,18,6,54,6,88,55,50,3,83,74,57,56,91,26,15,16,40,1,10,61,9,59,30,20
37,18,56,1,18,3,76,83,16,62,75,70,52,4,49,45,67,43,23,87,49,19,79,90,65,78,31,46,19,2,82,43,65,4,19,60,33,77,65,27,100,14,42,55,17,42,52,4,77,54,92,84,64,45,14,44,52,57,14,48,1,55,64,96,49,31,72,53,81,39,84,57,63,31,2,33,96,41,66,60,48,38,61,47,86,72,62,83,79,12,46,38,14,40,54,77,89,50,41,47
79,17,85,30,67,98,87,92,74,47,18,41,81,12,9,4,74,56,87,52,66,71,45,22,92,16,38,55,32,39,49,30,19,3,85,16,58,38,41,14,76,40,87,76,89,96,83,80,71,20,59,84,21,97,50,47,97,2,87,30,8,11,28,45,54,30,55,50,80,68,77,64,74,52,61,9,87,25,77,82,35,76,8,26,26,85,84,27,74,76,20,73,56,3,4,20,26,37,48,45
80,56,26,47,26,51,82,49,8,71,78,20,96,84,73,80,57,67,42,46,79,46,47,80,74,32,64,95,51,8,62,61,21,38,81,4,75,10,78,46,47,60,100,60,60,64,74,49,74,79,78,58,4,17,15,5,73,19,2,82,41,71,71,47,67,98,61,10,85,34,77,30,32,24,67,3,77,81,9,99,90,1,74,49,96,47,86,13,6,52,28,85,26,6,93,15,21,33,84,16
96,28,67,55,18,30,26,6,26,100,61,33,74,53,12,40,68,51,8,41,58,14,54,2,58,65,19,22,15,82,32,36,98,84,47,7,6,57,7,20,2,69,4,16,83,53,52,54,75,63,58,80,67,89,7,69,19,41,7,70,87,28,47,65,39,98,40,57,22,28,13,83,100,12,19,94,84,37,49,52,56,56,92,21,46,89,8,9,24,82,45,7,39,38,1,28,17,7,30,11
67,68,92,98,40,29,22,82,4,98,26,31,72,4,19,1,92,46,18,45,75,18,16,8,14,66,85,35,6,12,41,50,8,14,74,33,86,65,27,85,72,27,47,40,56,5,28,2,5,34,40,82,63,65,17,67,24,86,71,84,97,76,53,31,60,93,43,62,98,21,28,75,88,36,1,77,64,44,15,82,29,20,8,96,8,27,80,4,61,51,65,52,49,76,87,42,4,27,82,62
70,60,7,81,79,22,48,84,43,74,55,43,25,36,37,21,39,32,74,60,6,34,9,52,61,51,8,50,93,93,29,15,50,94,55,55,40,66,26,90,98,11,36,37,13,78,4,62,73,95,35,99,56,69,10,79,79,41,7,62,48,36,56,8,9,2,8,74,57,38,31,44,54,3,89,56,14,68,6,36,6,40,28,100,91,97,8,96,12,91,76,20,84,46,81,22,49,9,50,33
44,12,23,13,59,98,42,50,47,75,55,13,8,71,51,19,48,20,4,61,2,64,57,2,46,62,97,12,93,17,88,15,54,26,39,96,7,23,47,28,30,61,43,49,64,40,27,8,19,84,45,59,35,54,57,75,88,10,26,34,75,55,12,19,73,100,85,59,5,73,1,28,15,90,9,56,77,61,30,43,65,65,8,20,84,44,87,68,91,97,25,47,90,16,97,78,44,7,2,78
93,5,33,75,1,59,13,39,88,34,7,68,16,62,17,80,29,68,18,75,25,29,72,20,13,14,72,87,74,70,61,31,68,42,14,31,21,93,25,94,45,20,87,64,33,94,62,44,82,5,27,71,71,5,23,17,70,11,26,9,49,7,6,59,49,86,5,60,20,31,20,29,88,77,86,64,21,50,98,26,14,79,15,3,34,43,11,12,98,14,82,20,23,7,42,1,93,11,39,95
64,97,100,98,50,10,97,50,71,36,89,75,74,9,34,22,3,94,49,69,24,9,69,29,76,70,25,17,95,7,92,16,97,86,86,11,17,36,76,51,17,57,51,41,52,29,63,47,18,45,95,46,59,65,9,61,78,23,39,26,44,33,99,15,4,86,47,9,93,81,51,54,75,47,84,29,43,50,6,75,70,54,32,36,11,54,32,34,49,100,8,19,12,74,75,75,16,19,91,30
67,22,49,74,7,26,94,92,49,35,70,44,95,56,36,16,20,91,52,92,81,20,9,79,45,16,48,79,70,78,82,76,66,58,89,29,92,100,41,87,79,86,60,44,45,42,35,95,95,56,29,67,53,94,32,49,86,67,74,3,53,84,38,35,67,99,25,1,93,10,62,80,15,15,86,62,46,81,45,63,48,42,14,39,47,29,29,11,50,48,45,93,34,30,50,19,49,66,81,93
53,63,75,96,12,50,77,56,54,100,6,82,41,45,65,10,5,50,88,36,69,17,37,97,41,22,88,95,45,83,34,73,47,69,73,11,69,93,100,41,49,12,99,17,96,58,87,15,11,31,63,45,7,95,34,91,12,52,40,68,13,45,13,29,96,4,61,37,14,59,29,98,4,76,53,24,51,37,61,26,10,12,40,48,22,21,2,97,67,95,28,53,85,58,11,3,51,1,47,26
25,51,75,86,62,27,30,21,59,80,8,100,31,6,7,86,7,72,17,76,2,59,92,41,94,19,56,28,90,87,99,88,70,75,42,82,41,96,26,74,97,7,42,77,32,96,88,81,78,27,68,70,74,75,31,43,62,9,23,44,92,72,41,9,63,68,79,56,91,81,20,79,3,75,48,54,71,53,71,32,77,53,84,62,23,94,65,96,72,12,55,2,27,33,73,17,96,95,80,20
9,38,98,60,12,79,80,13,61,90,38,6,76,29,90,23,89,33,48,90,77,50,6,42,55,59,68,6,67,46,77,88,61,7,58,75,47,38,90,93,41,87,36,84,4,26,31,100,34,91,66,9,80,71,79,70,77,87,59,49,70,66,25,16,32,10,25,6,53,66,94,16,89,12,62,16,83,28,84,57,64,57,16,69,63,32,87,36,67,2,79,36,87,43,72,4,62,95,48,53
55,71,26,79,4,26,39,64,49,74,23,100,76,64,8,44,17,94,40,65,74,92,67,60,41,10,98,58,34,10,95,23,30,20,71,4,35,100,32,21,99,52,38,74,68,39,15,54,58,61,48,58,45,12,81,7,60,54,89,4,10,58,74,1,13,58,76,20,25,26,38,71,100,19,65,66,8,17,47,8,67,22,30,28,28,81,30,95,32,73,55,7,91,67,23,40,30,33,16,32
40,34,72,3,63,34,27,48,31,32,9,34,15,21,7,2,42,11,63,57,41,24,23,83,60,31,20,40,60,97,90,55,60,26,51,40,27,7,54,29,60,59,60,17,64,22,9,96,63,74,13,44,62,46,13,66,7,98,5,25,37,32,38,97,63,94,19,64,40,29,7,86,8,16,84,47,68,14,95,44,27,19,33,79,88,79,11,28,10,25,89,95,44,54,20,67,27,63,65,24
7,52,27,47,58,40,15,1,2,67,59,93,29,83,39,20,16,40,34,95,30,7,59,81,60,92,37,49,95,46,45,47,34,66,39,98,39,25,78,24,57,92,72,35,46,15,19,22,35,50,60,98,31,5,68,56,83,81,86,86,10,15,43,70,19,31,51,96,96,1,87,80,45,46,39,96,58,57,10,70,11,36,13,63,23,99,46,60,73,72,81,81,41,54,2,64,26,82,84,30
80,24,3,99,91,33,95,44,78,90,50,8,34,3,50,60,34,83,8,63,20,1,89,88,64,91,69,1,24,22,90,24,6,84,29,10,87,85,73,67,61,16,13,29,23,18,68,83,42,44,23,55,83,28,75,48,77,7,39,63,77,14,84,81,77,15,47,35,19,58,51,17,16,91,82,63,69,81,8,61,42,96,62,49,20,86,86,22,28,5,80,75,32,72,63,45,42,57,92,38
100,18,59,16,17,39,33,23,13,100,23,97,92,85,16,43,9,34,47,85,5,82,37,56,31,65,96,91,14,4,59,43,66,87,52,86,87,63,90,1,47,28,69,10,79,80,42,29,84,48,52,72,6,41,37,12,76,55,58,16,64,40,43,58,88,46,83,54,99,39,78,100,1,66,68,25,80,48,8,55,80,1,32,73,96,39,38,19,89,6,93,15,26,28,87,13,14,1,90,17
81,34,18,47,6,86,35,32,11,41,64,13,15,93,23,77,48,89,6,55,17,87,94,10,41,41,76,95,91,43,16,92,2,44,89,56,81,68,9,57,42,34,57,3,55,42,2,97,62,55,22,60,95,39,89,15,92,11,92,23,48,24,54,62,81,70,33,39,15,69,82,71,23,30,91,39,11,22,11,36,25,28,79,85,81,92,15,76,36,83,47,24,73,18,64,95,9,60,84,37
55,58,70,17,64,70,59,12,6,42,63,63,65,84,84,80,71,53,22,83,88,94,89,86,83,92,28,43,43,99,42,54,31,73,15,9,1,29,39,79,99,49,1,3,47,78,82,18,55,87,91,44,87,22,30,57,62,62,30,57,66,27,20,14,14,25,63,40,1,2,22,66,59,19,6,96,56,77,70,39,74,34,46,13,76,36,30,35,67,81,28,30,74,28,87,71,78,30,43,28
76,4,63,92,57,53,68,12,39,17,79,2,55,57,19,73,28,31,4,78,76,12,24,73,16,19,3,37,50,72,99,82,30,58,51,72,78,9,72,49,62,74,38,70,10,29,26,93,84,10,76,76,69,60,51,65,94,75,13,66,99,7,81,3,56,59,83,89,30,55,91,25,22,66,89,90,79,16,39,80,32,54,11,6,56,65,78,88,69,17,94,4,23,8,11,80,54,75,17,18
57,10,78,86,39,57,81,66,59,7,93,28,94,98,2,68,54,94,43,24,88,39,25,38,49,32,14,93,80,25,100,72,75,94,83,9,57,39,6,6,2,89,12,14,74,61,38,58,17,67,74,83,89,83,71,4,30,33,18,21,62,18,90,28,98,2,34,16,15,52,88,25,42,29,11,35,49,45,56,84,31,76,31,94,51,90,87,58,20,49,21,73,27,39,82,8,52,20,5,10
36,35,71,90,99,21,15,56,99,79,72,70,34,5,62,83,81,91,87,70,25,7,21,39,28,22,45,91,71,44,97,96,50,27,51,86,30,48,13,74,45,86,63,1,91,66,3,86,7,41,76,48,1,45,38,83,87,26,46,14,49,45,66,8,14,74,77,3,99,79,70,41,48,16,56,50,98,24,81,39,66,64,97,25,81,64,37,84,93,70,22,31,64,28,60,24,79,46,5,22
70,37,67,27,68,9,38,78,31,71,38,50,95,65,6,76,80,1,71,76,87,5,97,89,63,24,43,89,65,15,79,15,35,92,80,96,31,64,30,86,37,61,4,18,42,18,9,50,20,55,1,74,59,73,44,62,35,8,24,89,57,5,66,69,33,64,56,66,84,17,93,24,29,99,93,5,33,96,97,68,7,44,91,90,52,23,63,49,27,62,57,57,73,14,41,69,57,29,34,10
12,9,65,30,24,2,30,17,82,8,63,65,59,35,67,58,68,54,17,77,19,23,36,36,16,19,67,60,61,100,19,57,91,20,33,38,73,44,96,48,40,6,31,58,14,94,59,70,49,78,85,72,74,85,17,43,94,29,74,80,48,60,88,41,22,26,5,30,10,67,53,8,100,79,20,86,67,29,26,20,6,84,3,40,80,81,78,43,93,74,70,49,27,44,52,49,70,90,54,22
59,30,96,69,19,71,31,49,66,44,54,93,97,38,83,46,49,82,49,47,62,80,11,39,39,31,52,68,17,25,99,93,1,100,76,24,76,81,46,91,11,22,1,28,35,34,61,53,15,8,37,69,68,91,71,94,72,50,30,5,71,55,38,50,29,17,99,10,100,87,99,42,81,26,61,25,52,82,74,11,90,69,86,31,62,26,80,14,27,44,25,52,73,8,75,27,57,92,58,65
35,69,63,60,78,70,98,66,12,100,8,65,21,14,52,10,72,66,95,1,34,28,5,13,55,49,33,21,15,88,42,29,87,76,36,49,53,23,55,66,27,10,44,100,24,50,85,56,72,8,45,25,28,84,39,54,24,1,82,80,60,44,2,89,54,4,98,49,91,87,1,75,76,95,76,35,24,29,4,8,44,64,17,96,15,94,24,63,98,59,61,6,62,30,71,50,92,44,26,26
14,17,61,77,67,53,53,28,5,44,25,57,53,67,87,38,9,21,88,18,49,44,27,10,52,18,44,5,48,94,13,76,48,21,3,61,82,78,92,21,80,92,76,61,22,90,47,18,63,12,58,75,38,48,21,84,11,17,80,58,26,56,79,29,50,96,49,20,63,27,30,65,83,65,25,78,18,63,20,39,39,94,93,67,74,56,14,27,73,33,61,79,90,72,25,20,19,79,56,8
49,6,47,6,69,54,86,55,63,59,70,73,67,28,10,99,35,89,56,85,84,31,86,83,48,31,52,43,43,90,69,12,56,63,85,45,35,36,5,23,45,4,91,29,6,3,60,90,3,41,65,15,39,21,5,61,31,74,3,33,50,100,78,73,56,51,39,85,67,46,41,55,40,65,28,16,67,93,56,48,73,28,61,39,36,93,10,61,93,30,70,85,21,5,16,63,27,26,99,61
45,38,73,64,63,94,58,84,70,52,1,25,87,18,93,36,23,17,81,49,91,55,28,51,87,36,99,7,29,75,3,2,43,71,79,40,10,72,69,92,7,28,88,79,16,59,73,76,60,16,77,55,33,67,65,50,51,66,39,68,66,89,26,88,18,62,9,99,68,76,98,8,12,32,87,55,24,95,75,89,44,1,89,39,73,83,90,85,81,86,69,56,78,64,29,30,63,14,70,80
15,63,95,86,72,39,82,22,38,5,54,25,22,41,67,36,35,49,41,15,76,25,51,8,36,63,90,32,81,74,99,10,66,36,60,75,71,24,23,63,81,9,78,43,75,95,29,6,62,10,23,3,75,73,75,29,71,17,51,57,95,54,95,22,34,10,87,24,38,67,38,92,79,9,11,96,11,97,52,48,9,44,1,81,32,33,20,76,13,55,69,78,57,11,91,16,57,20,80,3
6,13,11,35,13,71,59,83,90,72,42,83,79,35,93,12,37,26,49,27,2,87,96,63,61,26,38,49,29,4,72,44,15,55,73,50,17,58,1,76,7,97,28,94,50,1,100,58,15,3,11,29,53,39,81,71,79,45,44,60,3,45,75,92,10,10,44,54,67,31,12,78,52,67,96,23,57,69,27,53,42,19,84,17,16,79,25,17,94,20,81,15,27,12,13,19,3,11,38,32
42,90,75,61,48,95,40,24,45,15,92,77,57,100,91,97,69,36,62,69,15,38,99,29,5,48,10,21,53,81,90,45,65,83,67,94,98,15,13,65,19,33,48,82,8,18,80,40,98,76,85,42,79,62,4,36,57,5,53,89,25,78,78,15,5,24,78,17,39,74,59,51,20,50,58,5,77,44,54,60,83,2,19,38,25,13,41,80,50,11,99,44,97,56,69,11,59,20,10,41
6,85,80,1,4,1,49,63,73,97,49,59,99,58,29,35,88,46,7,79,92,44,80,25,31,24,7,23,94,99,21,61,65,58,9,18,57,6,10,79,28,92,81,6,67,89,90,34,35,62,1,79,97,35,83,31,70,25,55,18,45,47,52,79,53,9,68,44,3,55,46,77,43,57,63,44,29,57,26,30,62,42,39,70,86,97,54,13,15,24,46,36,13,57,52,84,19,34,9,27
